5 3 3480 520000
4 2 2083 189202
3 2 1400 175000
5 4 2138 399900
3 2 1106 289000
3 2 1690 79000
4 2 1388 369900
5 4 3305 398000
5 6 6438 1675000
5 3 2170 400000
